Node,Full_Bandwidth,Average_Delay_Time_Per_Sec,Packet Size_Byte,Packet_Transmitted,Packet_lost,Transmitted_Byte,AVG-Drop-Rate,AVG-Bandwith-Use,Node Status,Flood Status,Class
3,300,0.000468,1440,27092,12711,39012480,0.31435,0.463787,P NB,0.097448,NB-Wait
3,300,0.000468,1440,27092,12711,39012480,0.31435,0.463787,P NB,0.097448,NB-Wait
3,300,0.000468,1440,27092,10013,39012480,0.240235,0.621249,B,0.014414,NB-Wait
3,300,0.000468,1440,27092,10013,39012480,0.240235,0.621249,B,0.014414,NB-Wait
3,300,0.000468,1440,27092,10013,39012480,0.240235,0.621249,B,0.014414,NB-Wait
3,300,0.000468,1440,27092,10013,39012480,0.240235,0.621249,B,0.014414,NB-Wait
3,300,0.000468,1440,27092,10013,39012480,0.240235,0.621249,?,0.014414,NB-Wait
3,400,0.000469,1440,36140,6974,52041600,0.140869,0.811896,B,0.005635,NB-No Block
3,400,0.000469,1440,36140,6974,52041600,0.140869,0.811896,B,0.005635,NB-No Block
3,400,0.000469,1440,36140,6974,52041600,0.140869,0.811896,B,0.005635,NB-No Block
3,400,0.000469,1440,36140,6974,52041600,0.140869,0.811896,B,0.005635,NB-No Block
3,400,0.000469,1440,36140,6974,52041600,0.140869,0.811896,B,0.005635,NB-No Block
3,300,0.000473,1440,27092,20087,39012480,0.533834,0.225911,NB,0.400376,Block
3,300,0.000473,1440,27092,20087,39012480,0.533834,0.225911,NB,0.400376,Block
3,300,0.000473,1440,27092,20087,39012480,0.533834,0.225911,NB,0.400376,Block
3,300,0.000473,1440,27092,20087,39012480,0.533834,0.225911,NB,0.400376,Block
3,300,0.000473,1440,27092,20087,39012480,0.533834,0.225911,NB,0.400376,Block
9,300,0.000474,1440,27092,7567,39012480,0.189929,0.710222,B,0.001899,NB-No Block
?,300,0.000474,1440,27092,7567,39012480,0.189929,0.710222,B,0.001899,NB-No Block
?,300,0.000474,1440,27092,7567,39012480,0.189929,0.710222,B,0.001899,NB-No Block
?,300,0.000474,1440,27092,7567,39012480,0.189929,0.710222,B,0.001899,NB-No Block
?,300,0.000474,1440,27092,7567,39012480,0.189929,0.710222,B,0.001899,NB-No Block
9,1000,0.000475,1440,90324,33241,130066560,0.246573,0.62234,B,0.044383,NB-No Block
?,1000,0.000475,1440,90324,33241,130066560,0.246573,0.62234,B,0.044383,NB-No Block
?,1000,0.000475,1440,90324,33241,130066560,0.246573,0.62234,B,0.044383,NB-No Block
?,1000,0.000475,1440,90324,33241,130066560,0.246573,0.62234,B,0.044383,NB-No Block
?,1000,0.000475,1440,90324,33241,130066560,0.246573,0.62234,B,0.044383,NB-No Block
?,1000,0.000475,1440,90324,26141,130066560,0.20259,0.692701,?,0.036466,NB-Wait
3,1000,0.000475,1440,90324,26141,130066560,0.20259,0.692701,B,0.036466,NB-Wait
3,1000,0.000475,1440,90324,26141,130066560,0.20259,0.692701,B,0.036466,NB-Wait
3,1000,0.000475,1440,90324,26141,130066560,0.20259,0.692701,B,0.036466,NB-Wait
3,1000,0.000475,1440,90324,26141,130066560,0.20259,0.692701,B,0.036466,NB-Wait
3,1000,0.000478,1440,90324,29908,130066560,0.261584,0.651899,B,0.047085,NB-No Block
3,1000,0.000478,1440,90324,29908,130066560,0.261584,0.651899,B,0.047085,NB-No Block
3,1000,0.000478,1440,90324,29908,130066560,0.261584,0.651899,B,0.047085,NB-No Block
3,1000,0.000478,1440,90324,29908,130066560,0.261584,0.651899,B,0.047085,NB-No Block
3,1000,0.000478,1440,90324,29908,130066560,0.261584,0.651899,?,0.047085,NB-No Block
9,1000,0.00048,1440,90324,38794,130066560,0.335009,0.521205,P NB,0.077052,NB-No Block
9,1000,0.00048,1440,90324,38794,130066560,0.335009,0.521205,P NB,0.077052,NB-No Block
9,1000,0.00048,1440,90324,38794,130066560,0.335009,0.521205,P NB,0.077052,NB-No Block
9,1000,0.00048,1440,90324,38794,130066560,0.335009,0.521205,P NB,0.077052,NB-No Block
9,1000,0.00048,1440,90324,38794,130066560,0.335009,0.521205,P NB,0.077052,NB-No Block
?,1000,0.00048,1440,90324,30268,130066560,0.241275,0.668239,B,0.038604,NB-No Block
?,1000,0.00048,1440,90324,30268,130066560,0.241275,0.668239,B,0.038604,NB-No Block
?,1000,0.00048,1440,90324,30268,130066560,0.241275,0.668239,B,0.038604,NB-No Block
?,1000,0.00048,1440,90324,30268,130066560,0.241275,0.668239,B,0.038604,NB-No Block
?,1000,0.00048,1440,90324,30268,130066560,0.241275,0.668239,B,0.038604,NB-No Block
?,900,0.000483,1440,81276,22260,117037440,0.20815,0.715266,B,0.037467,NB-No Block
3,900,0.000483,1440,81276,22260,117037440,0.20815,0.715266,B,0.037467,NB-No Block
3,900,0.000483,1440,81276,22260,117037440,0.20815,0.715266,B,0.037467,NB-No Block
3,900,0.000483,1440,81276,22260,117037440,0.20815,0.715266,B,0.037467,NB-No Block
3,900,0.000483,1440,81276,22260,117037440,0.20815,0.715266,B,0.037467,NB-No Block
3,600,0.000484,1440,54184,17984,78024960,0.238972,0.590513,B,0.047794,NB-Wait
3,600,0.000484,1440,54184,17984,78024960,0.238972,0.590513,B,0.047794,NB-Wait
3,600,0.000484,1440,54184,17984,78024960,0.238972,0.590513,B,0.047794,NB-Wait
3,600,0.000484,1440,54184,17984,78024960,0.238972,0.590513,B,0.047794,NB-Wait
3,600,0.000484,1440,54184,17984,78024960,0.238972,0.590513,B,0.047794,NB-Wait
9,400,0.000486,1440,36140,11386,52041600,0.255193,0.675075,B,0.015312,NB-No Block
?,400,0.000486,1440,36140,11386,52041600,0.255193,0.675075,B,0.015312,NB-No Block
?,400,0.000486,1440,36140,11386,52041600,0.255193,0.675075,B,0.015312,NB-No Block
?,400,0.000486,1440,36140,11386,52041600,0.255193,0.675075,B,0.015312,NB-No Block
?,400,0.000486,1440,36140,11386,52041600,0.255193,0.675075,B,0.015312,NB-No Block
?,300,0.000486,1440,27092,6315,39012480,0.191138,0.771346,?,0.011468,NB-No Block
3,300,0.000486,1440,27092,6315,39012480,0.191138,0.771346,B,0.011468,NB-No Block
3,300,0.000486,1440,27092,6315,39012480,0.191138,0.771346,B,0.011468,NB-No Block
3,300,0.000486,1440,27092,6315,39012480,0.191138,0.771346,B,0.011468,NB-No Block
3,300,0.000486,1440,27092,6315,39012480,0.191138,0.771346,B,0.011468,NB-No Block
?,1000,0.000488,1440,90324,25902,130066560,0.195002,0.69539,B,0.0312,NB-No Block
?,1000,0.000488,1440,90324,25902,130066560,0.195002,0.69539,B,0.0312,NB-No Block
?,1000,0.000488,1440,90324,25902,130066560,0.195002,0.69539,B,0.0312,NB-No Block
?,1000,0.000488,1440,90324,25902,130066560,0.195002,0.69539,B,0.0312,NB-No Block
?,1000,0.000488,1440,90324,25902,130066560,0.195002,0.69539,B,0.0312,NB-No Block
?,900,0.000488,1440,81276,18788,117037440,0.18493,0.765074,B,0.031438,NB-No Block
3,900,0.000488,1440,81276,18788,117037440,0.18493,0.765074,B,0.031438,NB-No Block
3,900,0.000488,1440,81276,18788,117037440,0.18493,0.765074,B,0.031438,NB-No Block
3,900,0.000488,1440,81276,18788,117037440,0.18493,0.765074,B,0.031438,NB-No Block
3,900,0.000488,1440,81276,18788,117037440,0.18493,0.765074,B,0.031438,NB-No Block
?,800,0.000491,1440,72228,24638,104008320,0.228547,0.635706,B,0.038853,NB-Wait
3,800,0.000491,1440,72228,24638,104008320,0.228547,0.635706,B,0.038853,NB-Wait
3,800,0.000491,1440,72228,24638,104008320,0.228547,0.635706,B,0.038853,NB-Wait
3,800,0.000491,1440,72228,24638,104008320,0.228547,0.635706,B,0.038853,NB-Wait
3,800,0.000491,1440,72228,24638,104008320,0.228547,0.635706,B,0.038853,NB-Wait
9,300,0.000491,1440,27092,4883,39012480,0.133376,0.807852,B,?,No Block
?,300,0.000491,1440,27092,4883,39012480,0.133376,0.807852,B,?,No Block
?,300,0.000491,1440,27092,4883,39012480,0.133376,0.807852,B,?,No Block
?,300,0.000491,1440,27092,4883,39012480,0.133376,0.807852,B,?,No Block
?,300,0.000491,1440,27092,4883,39012480,0.133376,0.807852,B,?,No Block
?,200,0.000493,1440,18096,5922,26058240,0.265076,0.657018,?,0.021206,NB-No Block
3,200,0.000493,1440,18096,5922,26058240,0.265076,0.657018,B,0.021206,NB-No Block
3,200,0.000493,1440,18096,5922,26058240,0.265076,0.657018,B,0.021206,NB-No Block
3,200,0.000493,1440,18096,5922,26058240,0.265076,0.657018,B,0.021206,NB-No Block
3,200,0.000493,1440,18096,5922,26058240,0.265076,0.657018,B,0.021206,NB-No Block
3,700,0.000495,1440,63284,16696,91128960,0.208423,0.718555,B,0.031263,NB-No Block
3,700,0.000495,1440,63284,16696,91128960,0.208423,0.718555,B,0.031263,NB-No Block
3,700,0.000495,1440,63284,16696,91128960,0.208423,0.718555,B,0.031263,NB-No Block
3,700,0.000495,1440,63284,16696,91128960,0.208423,0.718555,B,0.031263,NB-No Block
3,700,0.000495,1440,63284,16696,91128960,0.208423,0.718555,B,0.031263,NB-No Block
9,200,0.000495,1440,18096,8387,26058240,0.384682,0.463973,P NB,0.107711,NB-Wait
9,200,0.000495,1440,18096,8387,26058240,0.393952,0.491265,P NB,0.122125,NB-No Block
9,200,0.000495,1440,18096,8387,26058240,0.384682,0.463973,P NB,0.107711,NB-Wait
9,200,0.000495,1440,18096,8387,26058240,0.393952,0.491265,P NB,0.122125,NB-No Block
9,200,0.000495,1440,18096,8387,26058240,0.384682,0.463973,P NB,0.107711,NB-Wait
9,200,0.000495,1440,18096,8387,26058240,0.393952,0.491265,P NB,0.122125,NB-No Block
9,200,0.000495,1440,18096,8387,26058240,0.384682,0.463973,P NB,0.107711,NB-Wait
9,200,0.000495,1440,18096,8387,26058240,0.393952,0.491265,P NB,0.122125,NB-No Block
9,200,0.000495,1440,18096,8387,26058240,0.384682,0.463973,P NB,0.107711,NB-Wait
9,200,0.000495,1440,18096,8387,26058240,0.393952,0.491265,P NB,0.122125,NB-No Block
9,800,0.000496,1440,72228,15566,104008320,0.17241,0.788716,B,0.031034,NB-No Block
?,800,0.000496,1440,72228,15566,104008320,0.17241,0.788716,B,0.031034,NB-No Block
?,800,0.000496,1440,72228,15566,104008320,0.17241,0.788716,B,0.031034,NB-No Block
?,800,0.000496,1440,72228,15566,104008320,0.17241,0.788716,B,0.031034,NB-No Block
?,800,0.000496,1440,72228,15566,104008320,0.17241,0.788716,B,0.031034,NB-No Block
3,800,0.000497,1440,72228,7849,104008320,0.076069,0.869009,B,?,No Block
3,800,0.000497,1440,72228,7849,104008320,0.076069,0.869009,B,?,No Block
3,800,0.000497,1440,72228,7849,104008320,0.076069,0.869009,B,?,No Block
3,800,0.000497,1440,72228,7849,104008320,0.076069,0.869009,B,?,No Block
3,800,0.000497,1440,72228,7849,104008320,0.076069,0.869009,B,?,No Block
?,800,0.000499,1440,72228,15602,104008320,0.153367,0.780308,B,0.027606,NB-No Block
3,800,0.000499,1440,72228,15602,104008320,0.153367,0.780308,B,0.027606,NB-No Block
3,800,0.000499,1440,72228,15602,104008320,0.153367,0.780308,B,0.027606,NB-No Block
3,800,0.000499,1440,72228,15602,104008320,0.153367,0.780308,B,0.027606,NB-No Block
3,800,0.000499,1440,72228,15602,104008320,0.153367,0.780308,B,0.027606,NB-No Block
3,100,0.000501,1440,9048,5701,13029120,0.434758,0.327588,NB,0.308678,NB-No Block
3,100,0.000501,1440,9048,5701,13029120,0.434758,0.327588,NB,0.308678,NB-No Block
3,100,0.000501,1440,9048,5701,13029120,0.434758,0.327588,NB,0.308678,NB-No Block
3,100,0.000501,1440,9048,5701,13029120,0.434758,0.327588,NB,0.308678,NB-No Block
3,100,0.000501,1440,9048,5701,13029120,0.434758,0.327588,NB,0.308678,NB-No Block
9,900,0.000506,1440,81276,14217,117037440,0.138189,0.812666,B,?,No Block
?,900,0.000506,1440,81276,14217,117037440,0.138189,0.812666,B,?,No Block
?,900,0.000506,1440,81276,14217,117037440,0.138189,0.812666,B,?,No Block
?,900,0.000506,1440,81276,14217,117037440,0.138189,0.812666,B,?,No Block
?,900,0.000506,1440,81276,14217,117037440,0.138189,0.812666,B,?,No Block
3,100,0.000507,1440,9048,5533,13029120,0.415831,0.347985,NB,0.224549,NB-Wait
3,100,0.000507,1440,9048,5533,13029120,0.415831,0.347985,NB,0.224549,NB-Wait
3,100,0.000507,1440,9048,5533,13029120,0.415831,0.347985,NB,0.224549,NB-Wait
3,100,0.000507,1440,9048,5533,13029120,0.415831,0.347985,NB,0.224549,NB-Wait
3,100,0.000507,1440,9048,5533,13029120,0.415831,0.347985,NB,0.224549,NB-Wait
?,700,0.000512,1440,63284,9871,91128960,0.116985,0.841019,?,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.109186,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.116985,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.109186,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.116985,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.109186,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.116985,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.109186,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.116985,0.841019,B,?,No Block
3,700,0.000512,1440,63284,9871,91128960,0.109186,0.841019,B,?,No Block
?,500,0.000512,1440,45188,8029,65070720,0.131483,0.801641,?,?,No Block
3,500,0.000512,1440,45188,8029,65070720,0.131483,0.801641,B,?,No Block
3,500,0.000512,1440,45188,8029,65070720,0.131483,0.801641,B,?,No Block
3,500,0.000512,1440,45188,8029,65070720,0.131483,0.801641,B,?,No Block
3,500,0.000512,1440,45188,8029,65070720,0.131483,0.801641,B,?,No Block
3,100,0.000512,1440,9048,5482,13029120,0.424116,0.361058,NB,0.216299,NB-No Block
3,100,0.000512,1440,9048,5482,13029120,0.424116,0.361058,NB,0.216299,NB-No Block
3,100,0.000512,1440,9048,5482,13029120,0.424116,0.361058,NB,0.216299,NB-No Block
3,100,0.000512,1440,9048,5482,13029120,0.424116,0.361058,NB,0.216299,NB-No Block
3,100,0.000512,1440,9048,5482,13029120,0.424116,0.361058,NB,0.216299,NB-No Block
?,1000,0.000526,1440,90324,22195,130066560,0.191667,0.742836,B,0.038333,NB-No Block
?,1000,0.000526,1440,90324,22195,130066560,0.191667,0.742836,B,0.038333,NB-No Block
?,1000,0.000526,1440,90324,22195,130066560,0.191667,0.742836,B,0.038333,NB-No Block
?,1000,0.000526,1440,90324,22195,130066560,0.191667,0.742836,B,0.038333,NB-No Block
?,1000,0.000526,1440,90324,22195,130066560,0.191667,0.742836,B,0.038333,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.340521,?,0.29036,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.344527,NB,0.442453,Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.340521,?,0.29036,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.344527,NB,0.442453,Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.340521,NB,0.29036,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.344527,NB,0.442453,Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.340521,NB,0.29036,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.344527,NB,0.442453,Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.340521,NB,0.29036,NB-No Block
3,100,0.000527,1440,9048,5487,13029120,0.460889,0.344527,NB,0.442453,Block
3,100,0.000532,1440,9048,5933,13029120,0.478679,0.311889,NB,0.282421,NB-No Block
3,100,0.000532,1440,9048,5933,13029120,0.478679,0.311889,NB,0.282421,NB-No Block
3,100,0.000532,1440,9048,5933,13029120,0.478679,0.311889,NB,0.282421,NB-No Block
3,100,0.000532,1440,9048,5933,13029120,0.478679,0.311889,NB,0.282421,NB-No Block
3,100,0.000532,1440,9048,5933,13029120,0.478679,0.311889,NB,0.282421,NB-No Block
9,300,0.000538,1440,27092,11912,39012480,0.373734,0.50094,?,0.104646,NB-No Block
9,300,0.000538,1440,27092,11912,39012480,0.373734,0.50094,P NB,0.104646,NB-No Block
9,300,0.000538,1440,27092,11912,39012480,0.373734,0.50094,P NB,0.104646,NB-No Block
9,300,0.000538,1440,27092,11912,39012480,0.373734,0.50094,P NB,0.104646,NB-No Block
9,300,0.000538,1440,27092,11912,39012480,0.373734,0.50094,P NB,0.104646,NB-No Block
9,200,0.000538,1440,18096,4883,26058240,0.223966,0.735298,?,0.022397,NB-Wait
?,200,0.000538,1440,18096,4883,26058240,0.223966,0.735298,B,0.022397,NB-Wait
?,200,0.000538,1440,18096,4883,26058240,0.223966,0.735298,B,0.022397,NB-Wait
?,200,0.000538,1440,18096,4883,26058240,0.223966,0.735298,B,0.022397,NB-Wait
?,200,0.000538,1440,18096,4883,26058240,0.223966,0.735298,B,0.022397,NB-Wait
3,100,0.000547,1440,9048,5344,13029120,0.431158,0.370863,?,0.375108,Block
3,100,0.000547,1440,9048,5344,13029120,0.431158,0.370863,NB,0.375108,Block
3,100,0.000547,1440,9048,5344,13029120,0.431158,0.370863,NB,0.375108,Block
3,100,0.000547,1440,9048,5344,13029120,0.431158,0.370863,NB,0.375108,Block
3,100,0.000547,1440,9048,5344,13029120,0.431158,0.370863,NB,0.375108,Block
?,100,0.000552,1440,9048,5770,13029120,0.522922,0.324522,NB,0.439255,Block
?,100,0.000552,1440,9048,5770,13029120,0.522922,0.324522,NB,0.439255,Block
?,100,0.000552,1440,9048,5770,13029120,0.522922,0.324522,NB,0.439255,Block
?,100,0.000552,1440,9048,5770,13029120,0.522922,0.324522,NB,0.439255,Block
9,100,0.000552,1440,9048,5770,13029120,0.522922,0.324522,NB,0.439255,Block
?,1000,0.000556,1440,90324,15899,130066560,0.132016,0.803228,?,?,No Block
3,1000,0.000556,1440,90324,15899,130066560,0.132016,0.803228,B,?,No Block
3,1000,0.000556,1440,90324,15899,130066560,0.132016,0.803228,B,?,No Block
3,1000,0.000556,1440,90324,15899,130066560,0.132016,0.803228,B,?,No Block
3,1000,0.000556,1440,90324,15899,130066560,0.132016,0.803228,B,?,No Block
?,1000,0.000561,1440,90324,18756,130066560,0.153663,0.772319,B,0.023049,NB-No Block
3,1000,0.000561,1440,90324,18756,130066560,0.153663,0.772319,B,0.023049,NB-No Block
3,1000,0.000561,1440,90324,18756,130066560,0.153663,0.772319,B,0.023049,NB-No Block
3,1000,0.000561,1440,90324,18756,130066560,0.153663,0.772319,B,0.023049,NB-No Block
3,1000,0.000561,1440,90324,18756,130066560,0.153663,0.772319,B,0.023049,NB-No Block
3,600,0.000564,1440,54184,18729,78024960,0.262698,0.6314,B,0.039405,NB-No Block
3,600,0.000564,1440,54184,18729,78024960,0.262698,0.6314,B,0.039405,NB-No Block
3,600,0.000564,1440,54184,18729,78024960,0.262698,0.6314,B,0.039405,NB-No Block
3,600,0.000564,1440,54184,18729,78024960,0.262698,0.6314,B,0.039405,NB-No Block
3,600,0.000564,1440,54184,18729,78024960,0.262698,0.6314,?,0.039405,NB-No Block
?,200,0.000569,1440,18096,9347,26058240,0.408053,0.384339,NB,0.318281,NB-No Block
?,200,0.000569,1440,18096,9347,26058240,0.408053,0.384339,NB,0.318281,NB-No Block
?,200,0.000569,1440,18096,9347,26058240,0.408053,0.384339,NB,0.318281,NB-No Block
?,200,0.000569,1440,18096,9347,26058240,0.408053,0.384339,NB,0.318281,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.408053,0.384339,NB,0.318281,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.351236,0.37987,P NB,0.098346,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.351236,0.37987,P NB,0.098346,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.351236,0.37987,P NB,0.098346,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.351236,0.37987,P NB,0.098346,NB-No Block
9,200,0.000569,1440,18096,9347,26058240,0.351236,0.37987,P NB,0.098346,NB-No Block
9,200,0.000575,1440,18096,4779,26058240,0.171659,0.733604,B,0.027466,NB-No Block
?,200,0.000575,1440,18096,4779,26058240,0.171659,0.733604,B,0.027466,NB-No Block
?,200,0.000575,1440,18096,4779,26058240,0.171659,0.733604,B,0.027466,NB-No Block
?,200,0.000575,1440,18096,4779,26058240,0.171659,0.733604,B,0.027466,NB-No Block
?,200,0.000575,1440,18096,4779,26058240,0.171659,0.733604,B,0.027466,NB-No Block
9,900,0.0006,1440,81276,11706,117037440,0.113782,0.834492,B,?,No Block
?,900,0.0006,1440,81276,11706,117037440,0.113782,0.834492,B,?,No Block
?,900,0.0006,1440,81276,11706,117037440,0.113782,0.834492,B,?,No Block
?,900,0.0006,1440,81276,11706,117037440,0.113782,0.834492,B,?,No Block
?,900,0.0006,1440,81276,11706,117037440,0.113782,0.834492,B,?,No Block
3,1000,0.000611,1440,90324,52375,130066560,0.492878,0.375408,NB,0.349944,NB-Wait
3,1000,0.000611,1440,90324,52375,130066560,0.492878,0.375408,NB,0.349944,NB-Wait
3,1000,0.000611,1440,90324,52375,130066560,0.492878,0.375408,NB,0.349944,NB-Wait
3,1000,0.000611,1440,90324,52375,130066560,0.492878,0.375408,NB,0.349944,NB-Wait
3,1000,0.000611,1440,90324,52375,130066560,0.492878,0.375408,NB,0.349944,NB-Wait
9,700,0.000615,1440,63284,9958,91128960,0.133751,0.839617,B,?,No Block
?,700,0.000615,1440,63284,9958,91128960,0.133751,0.839617,B,?,No Block
?,700,0.000615,1440,63284,9958,91128960,0.133751,0.839617,B,?,No Block
?,700,0.000615,1440,63284,9958,91128960,0.133751,0.839617,B,?,No Block
?,700,0.000615,1440,63284,9958,91128960,0.133751,0.839617,?,?,No Block
9,900,0.000623,1440,81276,7000,117037440,0.06804,0.89088,B,?,No Block
?,900,0.000623,1440,81276,7000,117037440,0.06804,0.89088,B,?,No Block
?,900,0.000623,1440,81276,7000,117037440,0.06804,0.89088,B,?,No Block
?,900,0.000623,1440,81276,7000,117037440,0.06804,0.89088,B,?,No Block
?,900,0.000623,1440,81276,7000,117037440,0.06804,0.89088,B,?,No Block
?,200,0.000627,1440,18096,8757,26058240,0.406492,0.451436,NB,0.333323,NB-Wait
?,200,0.000627,1440,18096,8757,26058240,0.406492,0.451436,NB,0.333323,NB-Wait
?,200,0.000627,1440,18096,8757,26058240,0.406492,0.451436,NB,0.333323,NB-Wait
?,200,0.000627,1440,18096,8757,26058240,0.406492,0.451436,NB,0.333323,NB-Wait
9,200,0.000627,1440,18096,8757,26058240,0.406492,0.451436,NB,0.333323,NB-Wait
9,800,0.000629,1440,72228,24280,104008320,0.262203,0.653809,B,0.03933,NB-No Block
?,800,0.000629,1440,72228,24280,104008320,0.262203,0.653809,B,0.03933,NB-No Block
?,800,0.000629,1440,72228,24280,104008320,0.262203,0.653809,B,0.03933,NB-No Block
?,800,0.000629,1440,72228,24280,104008320,0.262203,0.653809,B,0.03933,NB-No Block
?,800,0.000629,1440,72228,24280,104008320,0.262203,0.653809,B,0.03933,NB-No Block
?,1000,0.000633,1440,90324,13193,130066560,0.124154,0.823686,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.097862,0.841026,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.124154,0.823686,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.097862,0.841026,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.124154,0.823686,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.097862,0.841026,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.124154,0.823686,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.097862,0.841026,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.124154,0.823686,B,?,No Block
?,1000,0.000633,1440,90324,13193,130066560,0.097862,0.841026,B,?,No Block
9,200,0.000633,1440,18096,8894,26058240,0.393192,0.455351,?,0.110094,NB-Wait
9,200,0.000633,1440,18096,8894,26058240,0.393192,0.455351,P NB,0.110094,NB-Wait
9,200,0.000633,1440,18096,8894,26058240,0.393192,0.455351,P NB,0.110094,NB-Wait
9,200,0.000633,1440,18096,8894,26058240,0.393192,0.455351,P NB,0.110094,NB-Wait
9,200,0.000633,1440,18096,8894,26058240,0.393192,0.455351,P NB,0.110094,NB-Wait
3,900,0.000633,1440,81276,7346,117037440,0.058749,0.886758,B,?,No Block
3,900,0.000633,1440,81276,7346,117037440,0.058749,0.886758,B,?,No Block
3,900,0.000633,1440,81276,7346,117037440,0.058749,0.886758,B,?,No Block
3,900,0.000633,1440,81276,7346,117037440,0.058749,0.886758,B,?,No Block
3,900,0.000633,1440,81276,7346,117037440,0.058749,0.886758,B,?,No Block
9,200,0.000641,1440,18096,8658,26058240,0.368405,0.466934,?,0.099469,NB-No Block
9,200,0.000641,1440,18096,8658,26058240,0.368405,0.466934,P NB,0.099469,NB-No Block
9,200,0.000641,1440,18096,8658,26058240,0.368405,0.466934,P NB,0.099469,NB-No Block
9,200,0.000641,1440,18096,8658,26058240,0.368405,0.466934,P NB,0.099469,NB-No Block
9,200,0.000641,1440,18096,8658,26058240,0.368405,0.466934,P NB,0.099469,NB-No Block
3,500,0.000658,1440,45188,23867,65070720,0.396128,0.430778,P NB,0.134684,NB-Wait
3,500,0.000658,1440,45188,23867,65070720,0.396128,0.430778,P NB,0.134684,NB-Wait
3,500,0.000658,1440,45188,23867,65070720,0.396128,0.430778,P NB,0.134684,NB-Wait
3,500,0.000658,1440,45188,23867,65070720,0.396128,0.430778,P NB,0.134684,NB-Wait
3,500,0.000658,1440,45188,23867,65070720,0.396128,0.430778,P NB,0.134684,NB-Wait
9,1000,0.000661,1440,90324,36020,130066560,0.315041,0.518708,P NB,0.122866,NB-No Block
9,1000,0.000661,1440,90324,36020,130066560,0.315041,0.518708,P NB,0.122866,NB-No Block
9,1000,0.000661,1440,90324,36020,130066560,0.315041,0.518708,P NB,0.122866,NB-No Block
9,1000,0.000661,1440,90324,36020,130066560,0.315041,0.518708,P NB,0.122866,NB-No Block
9,1000,0.000661,1440,90324,36020,130066560,0.315041,0.518708,P NB,0.122866,NB-No Block
9,200,0.000665,1440,18096,8185,26058240,0.307571,0.47387,?,0.076893,NB-Wait
9,200,0.000665,1440,18096,8185,26058240,0.307571,0.47387,P NB,0.076893,NB-Wait
9,200,0.000665,1440,18096,8185,26058240,0.307571,0.47387,P NB,0.076893,NB-Wait
9,200,0.000665,1440,18096,8185,26058240,0.307571,0.47387,P NB,0.076893,NB-Wait
9,200,0.000665,1440,18096,8185,26058240,0.307571,0.47387,P NB,0.076893,NB-Wait
?,800,0.000666,1440,72228,13076,104008320,0.150261,0.823423,?,0.027047,NB-No Block
3,800,0.000666,1440,72228,13076,104008320,0.150261,0.823423,B,0.027047,NB-No Block
3,800,0.000666,1440,72228,13076,104008320,0.150261,0.823423,B,0.027047,NB-No Block
3,800,0.000666,1440,72228,13076,104008320,0.150261,0.823423,B,0.027047,NB-No Block
3,800,0.000666,1440,72228,13076,104008320,0.150261,0.823423,B,0.027047,NB-No Block
3,1000,0.000675,1440,90324,33506,130066560,0.263377,0.619503,B,0.050042,NB-No Block
3,1000,0.000675,1440,90324,33506,130066560,0.263377,0.619503,B,0.050042,NB-No Block
3,1000,0.000675,1440,90324,33506,130066560,0.263377,0.619503,B,0.050042,NB-No Block
3,1000,0.000675,1440,90324,33506,130066560,0.263377,0.619503,B,0.050042,NB-No Block
3,1000,0.000675,1440,90324,33506,130066560,0.263377,0.619503,B,0.050042,NB-No Block
